Origin,CRSElapsedTime,AirTime,Distance,Year,IsWeekend,Season,CRSArr_TimeOfDay,CRSDep_TimeOfDay,dest_temperature_2m_mean,dest_wind_speed_10m_max,dest_wind_gusts_10m_max,dest_precipitation_sum,dest_rain_sum,dest_snowfall_sum,dest_precipitation_hours,dest_weather_code,dest_temperature_2m_range,origin_temperature_2m_mean,origin_wind_speed_10m_max,origin_wind_gusts_10m_max,origin_precipitation_sum,origin_rain_sum,origin_snowfall_sum,origin_precipitation_hours,origin_weather_code,origin_temperature_2m_range,airline_name,SinMonth,CosMonth,SinDay,CosDay
CLE,84.0,57.0,363.0,2024,1,Fall,Evening,Afternoon,-0.7,10.2,34.6,1.3,0.6,0.49,10.0,71,5.199999999999999,17.4,19.0,33.5,0.0,0.0,0.0,0.0,1,5.700000000000001,American Airlines Inc.,-0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624
IND,110.0,86.0,588.0,2024,0,Spring,Evening,Afternoon,-0.8,10.9,40.0,0.3,0.0,0.21,2.0,71,7.3,19.9,15.8,28.1,0.0,0.0,0.0,0.0,0,11.8,Republic Airline,0.8660254037844387,-0.49999999999999983,0.0,1.0
MSP,152.0,121.0,980.0,2024,0,Fall,Night,Evening,-17.2,7.5,17.3,0.0,0.0,0.0,0.0,3,10.9,-4.7,10.2,25.6,0.0,0.0,0.0,0.0,3,4.4,Delta Air Lines Inc.,-0.5000000000000004,0.8660254037844384,0.39435585511331855,0.9189578116202306
DAB,142.0,111.0,808.0,2021,0,Fall,Evening,Afternoon,5.0,11.3,46.4,0.1,0.1,0.0,1.0,51,13.7,26.1,17.5,36.4,5.7,5.7,0.0,10.0,63,7.699999999999999,PSA Airlines Inc.,-1.0,-1.8369701987210297e-16,0.5712682150947923,0.8207634412072763
BNA,117.0,97.0,675.0,2020,0,Winter,Evening,Afternoon,-16.8,8.0,28.8,0.0,0.0,0.0,0.0,3,11.700000000000001,4.5,12.6,26.3,0.0,0.0,0.0,0.0,3,9.8,American Airlines Inc.,0.49999999999999994,0.8660254037844387,0.39435585511331855,0.9189578116202306
MCO,149.0,114.0,861.0,2025,0,Winter,Morning,Morning,-12.0,11.5,44.6,2.0,0.0,1.47,5.0,73,13.599999999999998,17.6,10.8,23.0,0.0,0.0,0.0,0.0,1,12.700000000000001,American Airlines Inc.,0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306
MSP,157.0,112.0,980.0,2020,0,Winter,Night,Evening,-20.5,7.6,59.4,0.0,0.0,0.0,0.0,0,12.299999999999999,-15.8,24.8,52.9,5.9,0.0,4.2,5.0,75,17.3,Delta Air Lines Inc.,0.49999999999999994,0.8660254037844387,0.72479278722912,0.6889669190756866
CMH,91.0,58.0,406.0,2022,1,Fall,Afternoon,Morning,-8.6,10.5,39.6,0.0,0.0,0.0,0.0,3,14.2,10.0,11.3,20.5,0.0,0.0,0.0,0.0,2,14.099999999999998,PSA Airlines Inc.,-0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624
STL,125.0,98.0,814.0,2024,0,Winter,Night,Night,-13.1,10.3,37.1,0.4,0.0,0.28,3.0,71,14.900000000000002,8.0,17.8,37.8,4.3,4.3,0.0,5.0,61,5.199999999999999,Southwest Airlines Co.,-2.4492935982947064e-16,1.0,0.0,1.0
ATL,118.0,92.0,666.0,2024,0,Fall,Night,Evening,-1.9,7.8,24.8,0.0,0.0,0.0,0.0,2,16.5,22.0,13.0,20.9,0.0,0.0,0.0,0.0,1,9.3,Delta Air Lines Inc.,-0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306
DFW,202.0,160.0,1303.0,2025,0,Summer,Morning,Morning,-2.1,10.0,33.5,0.0,0.0,0.0,0.0,3,13.600000000000001,23.6,13.6,32.4,13.8,13.8,0.0,6.0,65,9.2,American Airlines Inc.,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763
RSW,165.0,145.0,993.0,2021,0,Spring,Morning,Morning,-11.1,7.6,41.0,0.1,0.0,0.07,1.0,71,9.8,20.8,22.4,49.0,0.0,0.0,0.0,0.0,3,10.600000000000001,Republic Airline,1.0,6.123233995736766e-17,0.5712682150947923,0.8207634412072763
ATL,118.0,85.0,666.0,2022,0,Spring,Night,Night,-2.1,7.9,46.4,0.0,0.0,0.0,0.0,0,11.2,16.1,20.7,40.0,0.0,0.0,0.0,0.0,1,16.7,Delta Air Lines Inc.,0.8660254037844387,-0.49999999999999983,0.72479278722912,0.6889669190756866
MCO,150.0,135.0,861.0,2020,0,Spring,Morning,Morning,-15.9,6.5,38.2,4.5,0.0,3.15,9.0,75,6.800000000000001,18.7,26.3,53.3,0.2,0.2,0.0,2.0,51,10.0,Southwest Airlines Co.,1.0,6.123233995736766e-17,0.0,1.0
RDU,91.0,55.0,337.0,2021,1,Spring,Night,Evening,-6.7,11.9,51.1,1.2,0.0,0.84,8.0,73,9.799999999999999,11.3,15.4,34.2,0.0,0.0,0.0,0.0,1,18.700000000000003,Frontier Airlines Inc.,0.8660254037844387,-0.49999999999999983,0.9377521321470804,0.3473052528448203
TYS,108.0,84.0,554.0,2021,0,Spring,Morning,Morning,-11.1,6.2,33.5,1.9,0.0,1.33,10.0,73,7.6,7.2,8.8,20.9,0.0,0.0,0.0,0.0,3,12.8,PSA Airlines Inc.,1.0,6.123233995736766e-17,0.39435585511331855,0.9189578116202306
SLC,257.0,232.0,1927.0,2024,0,Winter,Afternoon,Morning,-10.9,11.2,50.0,0.0,0.0,0.0,0.0,3,13.2,4.2,11.3,22.7,0.0,0.0,0.0,0.0,3,8.5,Delta Air Lines Inc.,0.49999999999999994,0.8660254037844387,0.0,1.0
ATL,124.0,94.0,666.0,2024,0,Spring,Evening,Evening,4.2,13.3,43.6,6.2,3.8,1.68,4.0,75,14.7,21.1,13.7,31.0,0.0,0.0,0.0,0.0,3,12.899999999999999,American Airlines Inc.,0.49999999999999994,-0.8660254037844387,0.0,1.0
FLL,167.0,142.0,992.0,2024,1,Spring,Evening,Evening,-5.2,11.3,47.5,0.1,0.0,0.07,1.0,71,11.9,20.7,16.7,34.2,0.0,0.0,0.0,0.0,1,13.3,Spirit Air Lines,0.8660254037844387,-0.49999999999999983,0.8486442574947509,0.5289640103269624
MCI,158.0,139.0,1038.0,2022,1,Spring,Morning,Morning,0.9,10.1,51.5,0.0,0.0,0.0,0.0,3,11.3,21.0,25.6,51.1,0.0,0.0,0.0,0.0,3,12.399999999999999,PSA Airlines Inc.,0.49999999999999994,-0.8660254037844387,0.8486442574947509,0.5289640103269624
PHX,261.0,231.0,2075.0,2022,1,Winter,Afternoon,Morning,-15.4,8.0,35.3,0.0,0.0,0.0,0.0,3,11.599999999999998,14.1,26.7,43.6,0.5,0.5,0.0,1.0,53,10.1,American Airlines Inc.,0.49999999999999994,0.8660254037844387,0.8486442574947509,0.5289640103269624
RSW,174.0,129.0,993.0,2021,0,Summer,Evening,Afternoon,5.5,8.7,37.8,3.5,3.5,0.0,6.0,53,8.7,27.8,12.3,32.4,2.7,2.7,0.0,7.0,53,8.0,American Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.72479278722912,0.6889669190756866
PIT,78.0,45.0,268.0,2024,0,Summer,Afternoon,Afternoon,10.4,10.2,31.3,0.1,0.1,0.0,1.0,51,12.4,20.9,10.1,24.8,0.0,0.0,0.0,0.0,1,12.700000000000001,PSA Airlines Inc.,-0.4999999999999998,-0.8660254037844388,0.72479278722912,0.6889669190756866
ATL,117.0,92.0,666.0,2023,0,Fall,Morning,Morning,-11.9,9.2,49.3,3.0,0.0,2.1,6.0,73,8.7,17.6,15.4,29.5,0.7,0.7,0.0,3.0,51,5.899999999999999,American Airlines Inc.,-0.5000000000000004,0.8660254037844384,0.72479278722912,0.6889669190756866
DTW,103.0,66.0,453.0,2020,1,Winter,Morning,Morning,-17.6,9.6,34.2,0.0,0.0,0.0,0.0,3,10.8,0.2,18.5,36.0,0.0,0.0,0.0,0.0,3,5.7,PSA Airlines Inc.,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624
IAH,200.0,164.0,1325.0,2024,0,Spring,Night,Evening,8.0,9.2,30.6,0.0,0.0,0.0,0.0,3,14.8,23.9,11.8,23.8,0.0,0.0,0.0,0.0,3,13.0,United Air Lines Inc.,0.49999999999999994,-0.8660254037844387,0.39435585511331855,0.9189578116202306
BDL,74.0,63.0,196.0,2020,0,Winter,Morning,Morning,-14.4,8.9,37.8,0.5,0.0,0.35,5.0,71,12.9,6.5,14.2,34.6,0.1,0.1,0.0,1.0,51,8.2,PSA Airlines Inc.,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866
BDL,84.0,48.0,196.0,2021,0,Summer,Evening,Evening,4.7,10.6,61.2,0.2,0.2,0.0,1.0,51,11.1,18.2,16.2,40.7,0.0,0.0,0.0,0.0,3,12.2,Republic Airline,1.2246467991473532e-16,-1.0,0.72479278722912,0.6889669190756866
SAN,304.0,277.0,2370.0,2020,1,Fall,Evening,Morning,-21.3,5.4,22.7,1.8,0.1,1.19,18.0,71,2.8000000000000007,15.7,12.2,24.1,0.0,0.0,0.0,0.0,3,8.1,American Airlines Inc.,-0.5000000000000004,0.8660254037844384,0.9377521321470804,0.3473052528448203
MCO,147.0,115.0,861.0,2022,0,Summer,Night,Night,3.3,7.6,31.0,0.5,0.5,0.0,5.0,51,8.7,26.4,14.2,31.3,19.7,19.7,0.0,13.0,63,6.200000000000003,Frontier Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.20129852008866006,0.9795299412524945
DEN,211.0,180.0,1558.0,2023,0,Winter,Afternoon,Morning,-10.2,10.0,54.4,0.5,0.1,0.28,5.0,71,10.6,3.2,15.4,24.1,0.0,0.0,0.0,0.0,3,13.200000000000001,United Air Lines Inc.,-2.4492935982947064e-16,1.0,0.0,1.0
BOS,97.0,81.0,280.0,2024,0,Winter,Night,Evening,-21.7,9.3,34.6,0.2,0.0,0.14,2.0,71,14.6,-0.1,18.4,33.1,0.0,0.0,0.0,0.0,3,12.0,Republic Airline,0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763
BNA,131.0,91.0,675.0,2022,0,Summer,Afternoon,Morning,7.8,8.2,39.2,1.1,1.1,0.0,4.0,53,9.0,25.1,15.6,34.9,24.9,24.9,0.0,13.0,65,9.399999999999999,Frontier Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.0,1.0
LAX,309.0,295.0,2402.0,2021,0,Summer,Night,Afternoon,4.7,6.5,39.2,3.9,3.9,0.0,6.0,61,11.8,16.4,24.9,45.0,0.0,0.0,0.0,0.0,3,3.799999999999999,American Airlines Inc.,1.2246467991473532e-16,-1.0,0.39435585511331855,0.9189578116202306
LAS,295.0,255.0,2176.0,2022,0,Summer,Afternoon,Morning,7.4,11.0,41.8,4.4,4.4,0.0,8.0,55,7.8,36.2,23.1,37.4,0.0,0.0,0.0,0.0,0,15.3,Spirit Air Lines,-0.4999999999999998,-0.8660254037844388,0.0,1.0
SLC,255.0,226.0,1927.0,2024,0,Spring,Afternoon,Morning,-14.6,13.1,58.7,1.4,0.0,0.98,6.0,73,15.899999999999999,2.5,20.1,36.4,12.3,5.9,4.48,20.0,75,8.3,Delta Air Lines Inc.,1.0,6.123233995736766e-17,0.39435585511331855,0.9189578116202306
TPA,145.0,119.0,920.0,2020,0,Spring,Morning,Morning,-10.4,8.3,32.8,0.0,0.0,0.0,0.0,3,17.3,23.6,15.7,31.0,0.9,0.9,0.0,6.0,51,8.600000000000001,Southwest Airlines Co.,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
STL,125.0,98.0,814.0,2022,1,Fall,Afternoon,Morning,-10.9,12.5,90.4,0.0,0.0,0.0,0.0,3,10.3,4.3,14.2,26.6,0.0,0.0,0.0,0.0,3,13.5,Southwest Airlines Co.,-0.5000000000000004,0.8660254037844384,0.8486442574947509,0.5289640103269624
SJU,240.0,210.0,1576.0,2024,0,Winter,Afternoon,Morning,-14.1,13.1,60.1,0.0,0.0,0.0,0.0,3,14.899999999999999,25.5,27.0,36.0,0.1,0.1,0.0,1.0,51,1.5,Frontier Airlines Inc.,0.8660254037844386,0.5000000000000001,0.0,1.0
DEN,205.0,170.0,1558.0,2022,0,Spring,Night,Evening,-10.1,8.9,33.1,1.0,0.0,0.7,5.0,73,13.9,4.1,29.7,51.5,0.5,0.0,0.35,5.0,71,13.9,United Air Lines Inc.,1.0,6.123233995736766e-17,0.0,1.0
CLT,98.0,68.0,449.0,2020,0,Winter,Afternoon,Morning,-15.2,8.8,23.4,0.0,0.0,0.0,0.0,0,16.3,6.5,16.4,32.4,8.3,7.2,0.77,11.0,73,7.200000000000001,American Airlines Inc.,0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763
MDW,115.0,88.0,668.0,2022,0,Fall,Morning,Morning,5.2,9.2,33.5,0.0,0.0,0.0,0.0,1,12.4,18.3,16.4,31.0,0.0,0.0,0.0,0.0,3,13.5,Frontier Airlines Inc.,-1.0,-1.8369701987210297e-16,0.39435585511331855,0.9189578116202306
CLT,104.0,67.0,449.0,2020,0,Spring,Morning,Morning,-13.2,7.6,39.2,5.3,0.0,3.78,20.0,73,9.799999999999999,15.3,11.6,24.1,0.1,0.1,0.0,1.0,51,14.399999999999999,American Airlines Inc.,1.0,6.123233995736766e-17,0.5712682150947923,0.8207634412072763
SAN,319.0,290.0,2370.0,2024,0,Spring,Afternoon,Morning,2.0,8.2,37.4,0.0,0.0,0.0,0.0,0,13.5,15.8,21.3,39.6,0.0,0.0,0.0,0.0,0,8.700000000000001,American Airlines Inc.,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945
MEM,147.0,96.0,875.0,2025,0,Winter,Morning,Morning,-17.0,11.0,25.9,0.0,0.0,0.0,0.0,3,14.6,-5.3,14.8,36.7,0.1,0.0,0.07,1.0,71,3.3999999999999995,PSA Airlines Inc.,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
BTV,85.0,66.0,335.0,2023,0,Summer,Morning,Morning,5.4,12.6,42.8,5.0,4.9,0.07,6.0,71,9.8,19.4,18.9,40.3,2.1,2.1,0.0,4.0,53,4.5,PSA Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.0,1.0
MIA,172.0,119.0,1013.0,2025,1,Winter,Morning,Morning,-18.4,9.3,20.5,0.0,0.0,0.0,0.0,0,15.399999999999999,23.3,14.1,34.9,3.0,3.0,0.0,6.0,53,6.300000000000001,American Airlines Inc.,0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203
DCA,63.0,35.0,119.0,2023,1,Fall,Morning,Morning,-6.1,11.0,32.0,0.0,0.0,0.0,0.0,3,16.3,14.3,30.1,58.7,0.4,0.4,0.0,2.0,51,8.1,Republic Airline,-0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624
MKE,122.0,95.0,690.0,2024,0,Summer,Evening,Afternoon,9.9,10.0,31.3,0.9,0.9,0.0,8.0,51,8.3,23.0,21.0,36.7,10.7,10.7,0.0,9.0,63,5.100000000000001,PSA Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.72479278722912,0.6889669190756866
DCA,65.0,38.0,119.0,2024,1,Fall,Evening,Afternoon,-4.6,9.5,27.4,0.8,0.0,0.56,2.0,73,6.8,15.5,20.3,41.8,0.0,0.0,0.0,0.0,3,5.800000000000001,Republic Airline,-0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624
MCO,150.0,118.0,861.0,2023,0,Summer,Night,Night,9.7,10.8,37.1,2.8,2.8,0.0,9.0,53,8.100000000000001,28.2,15.6,32.0,0.2,0.2,0.0,2.0,51,8.5,Frontier Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.20129852008866006,0.9795299412524945
DEN,216.0,174.0,1558.0,2021,0,Spring,Evening,Afternoon,-4.5,8.5,33.8,0.0,0.0,0.0,0.0,1,11.5,17.7,27.3,50.0,0.0,0.0,0.0,0.0,3,13.299999999999999,American Airlines Inc.,0.8660254037844387,-0.49999999999999983,0.0,1.0
AVL,113.0,87.0,504.0,2022,0,Summer,Evening,Evening,7.6,8.7,32.4,4.1,4.1,0.0,10.0,61,8.5,22.7,7.8,27.4,4.5,4.5,0.0,5.0,61,10.5,PSA Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.0,1.0
ATL,131.0,96.0,666.0,2021,0,Summer,Evening,Afternoon,8.1,10.4,60.8,0.0,0.0,0.0,0.0,3,11.7,28.3,16.0,28.8,0.0,0.0,0.0,0.0,3,11.5,Delta Air Lines Inc.,-0.4999999999999998,-0.8660254037844388,0.72479278722912,0.6889669190756866
SAN,302.0,282.0,2370.0,2024,0,Fall,Evening,Morning,-11.8,10.4,33.5,1.2,0.0,0.84,4.0,73,11.9,14.1,12.3,32.4,0.0,0.0,0.0,0.0,3,15.200000000000001,American Airlines Inc.,-0.5000000000000004,0.8660254037844384,0.5712682150947923,0.8207634412072763
MDW,110.0,85.0,668.0,2025,0,Winter,Night,Evening,-18.0,9.2,44.6,0.0,0.0,0.0,0.0,2,14.2,-13.6,28.2,42.8,0.7,0.0,0.49,5.0,71,13.9,Southwest Airlines Co.,0.49999999999999994,0.8660254037844387,0.39435585511331855,0.9189578116202306
IAH,193.0,153.0,1325.0,2020,1,Winter,Night,Evening,-16.4,8.8,37.4,0.0,0.0,0.0,0.0,3,16.4,11.7,22.2,43.6,0.0,0.0,0.0,0.0,3,11.0,United Air Lines Inc.,0.49999999999999994,0.8660254037844387,0.9377521321470804,0.3473052528448203
IND,112.0,91.0,588.0,2022,0,Fall,Morning,Morning,-12.6,11.5,50.4,0.0,0.0,0.0,0.0,3,16.4,6.8,12.8,29.2,0.0,0.0,0.0,0.0,3,10.7,Republic Airline,-0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763
MCO,163.0,112.0,861.0,2025,0,Spring,Evening,Afternoon,-9.8,8.7,27.7,0.0,0.0,0.0,0.0,3,12.499999999999998,23.9,20.7,41.8,0.0,0.0,0.0,0.0,3,11.900000000000002,Frontier Airlines Inc.,0.8660254037844387,-0.49999999999999983,0.20129852008866006,0.9795299412524945
MCO,156.0,116.0,861.0,2023,0,Fall,Evening,Afternoon,-7.7,9.1,26.3,0.0,0.0,0.0,0.0,3,11.1,18.8,21.2,39.6,13.4,13.4,0.0,3.0,65,8.5,Frontier Airlines Inc.,-0.5000000000000004,0.8660254037844384,0.0,1.0
MCI,153.0,131.0,1038.0,2022,0,Fall,Morning,Morning,-6.3,5.9,43.6,24.9,0.0,17.5,24.0,75,0.7999999999999998,19.2,14.3,30.2,0.0,0.0,0.0,0.0,2,12.9,American Airlines Inc.,-0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763
ORD,124.0,87.0,678.0,2022,0,Winter,Afternoon,Morning,-10.9,8.0,59.4,0.0,0.0,0.0,0.0,2,9.299999999999999,3.5,23.9,45.0,16.4,16.4,0.0,18.0,63,6.0,United Air Lines Inc.,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306
ATL,115.0,85.0,666.0,2024,0,Spring,Night,Evening,-5.6,9.0,33.8,0.3,0.0,0.21,2.0,71,13.8,10.4,31.6,56.9,0.0,0.0,0.0,0.0,3,11.099999999999998,Southwest Airlines Co.,1.0,6.123233995736766e-17,0.0,1.0
DEN,212.0,176.0,1558.0,2024,1,Winter,Evening,Afternoon,-19.4,11.4,55.8,0.0,0.0,0.0,0.0,1,15.500000000000002,6.4,14.5,25.2,0.0,0.0,0.0,0.0,3,13.399999999999999,American Airlines Inc.,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203
ORD,121.0,92.0,678.0,2020,0,Summer,Morning,Morning,10.7,11.2,44.6,0.1,0.1,0.0,1.0,51,10.5,23.0,11.9,25.2,0.0,0.0,0.0,0.0,3,8.8,American Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.0,1.0
ATL,115.0,92.0,666.0,2020,0,Spring,Morning,Morning,-15.9,6.5,38.2,4.5,0.0,3.15,9.0,75,6.800000000000001,10.9,21.3,39.6,0.0,0.0,0.0,0.0,3,13.3,Delta Air Lines Inc.,1.0,6.123233995736766e-17,0.0,1.0
BOS,97.0,75.0,280.0,2025,0,Spring,Evening,Afternoon,1.5,10.8,35.3,1.2,1.1,0.07,8.0,71,7.699999999999999,15.6,15.5,35.3,3.3,3.3,0.0,7.0,53,5.6,Republic Airline,0.49999999999999994,-0.8660254037844387,0.5712682150947923,0.8207634412072763
CLT,97.0,67.0,449.0,2023,1,Winter,Evening,Evening,-14.2,8.8,23.4,0.0,0.0,0.0,0.0,3,9.5,7.3,10.2,17.6,0.0,0.0,0.0,0.0,2,14.299999999999999,American Airlines Inc.,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624
MIA,172.0,128.0,1013.0,2022,0,Summer,Night,Evening,5.3,9.4,34.9,6.2,6.2,0.0,10.0,63,7.0,27.6,13.5,27.7,1.8,1.8,0.0,4.0,55,7.400000000000002,American Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.39435585511331855,0.9189578116202306
ORD,124.0,88.0,678.0,2021,1,Fall,Afternoon,Morning,-16.2,10.5,35.6,0.0,0.0,0.0,0.0,3,11.3,5.3,27.2,51.8,0.7,0.7,0.0,2.0,53,10.6,United Air Lines Inc.,-0.5000000000000004,0.8660254037844384,0.9377521321470804,0.3473052528448203
IAH,190.0,161.0,1325.0,2021,0,Winter,Night,Evening,-14.6,9.0,37.8,0.0,0.0,0.0,0.0,3,17.9,8.7,9.8,19.8,0.0,0.0,0.0,0.0,0,11.3,United Air Lines Inc.,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945
PIT,73.0,45.0,268.0,2024,0,Spring,Afternoon,Afternoon,-3.0,11.2,35.3,0.0,0.0,0.0,0.0,3,18.2,12.5,15.8,37.8,0.5,0.5,0.0,3.0,51,15.899999999999999,Republic Airline,0.8660254037844387,-0.49999999999999983,0.0,1.0
TPA,156.0,153.0,920.0,2025,0,Spring,Evening,Evening,-3.0,5.4,23.8,7.3,0.3,4.9,7.0,75,7.8999999999999995,24.9,12.5,31.7,0.1,0.1,0.0,1.0,51,8.600000000000001,American Airlines Inc.,0.49999999999999994,-0.8660254037844387,0.39435585511331855,0.9189578116202306
PHX,261.0,235.0,2075.0,2020,0,Winter,Morning,Night,-20.6,8.3,39.2,0.0,0.0,0.0,0.0,3,10.799999999999999,10.7,16.3,24.5,0.0,0.0,0.0,0.0,3,16.1,American Airlines Inc.,0.49999999999999994,0.8660254037844387,0.39435585511331855,0.9189578116202306
SEA,308.0,290.0,2378.0,2022,0,Fall,Afternoon,Morning,-6.7,10.2,60.5,0.0,0.0,0.0,0.0,3,10.0,12.1,10.0,24.5,0.0,0.0,0.0,0.0,3,7.600000000000001,Alaska Airlines Inc.,-0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763
RSW,159.0,126.0,993.0,2021,1,Winter,Evening,Evening,-13.6,9.3,46.8,0.0,0.0,0.0,0.0,0,8.5,21.8,22.2,45.4,1.2,1.2,0.0,5.0,53,5.699999999999999,Republic Airline,0.49999999999999994,0.8660254037844387,0.9377521321470804,0.3473052528448203
FLL,170.0,144.0,992.0,2022,0,Spring,Evening,Afternoon,-0.9,7.4,23.0,0.0,0.0,0.0,0.0,3,11.3,23.6,23.9,43.9,0.5,0.5,0.0,4.0,51,4.399999999999999,American Airlines Inc.,0.8660254037844387,-0.49999999999999983,0.20129852008866006,0.9795299412524945
MIA,172.0,142.0,1013.0,2025,0,Spring,Morning,Morning,-6.5,7.0,19.4,0.0,0.0,0.0,0.0,3,10.9,25.9,21.1,49.7,0.9,0.9,0.0,5.0,51,4.599999999999998,American Airlines Inc.,0.8660254037844387,-0.49999999999999983,0.72479278722912,0.6889669190756866
FLL,168.0,134.0,992.0,2022,0,Fall,Morning,Morning,-9.5,10.0,31.0,0.0,0.0,0.0,0.0,3,19.3,24.9,12.6,27.7,23.6,23.6,0.0,11.0,63,4.899999999999999,American Airlines Inc.,-0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763
SDF,114.0,86.0,576.0,2024,0,Summer,Morning,Morning,6.2,8.7,28.1,3.1,3.1,0.0,5.0,61,10.1,18.4,14.2,31.0,0.0,0.0,0.0,0.0,3,11.799999999999999,PSA Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.39435585511331855,0.9189578116202306
JAX,122.0,100.0,742.0,2023,0,Winter,Evening,Afternoon,-19.8,8.0,36.4,0.0,0.0,0.0,0.0,1,11.5,18.7,16.6,33.5,0.1,0.1,0.0,1.0,51,9.899999999999999,American Airlines Inc.,0.49999999999999994,0.8660254037844387,0.72479278722912,0.6889669190756866
CLT,97.0,70.0,449.0,2023,1,Fall,Evening,Afternoon,-7.8,11.1,33.5,0.1,0.0,0.07,1.0,71,13.3,16.7,19.3,34.6,0.0,0.0,0.0,0.0,3,8.5,American Airlines Inc.,-0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203
MIA,168.0,145.0,1013.0,2021,0,Fall,Night,Evening,5.6,9.5,34.2,0.0,0.0,0.0,0.0,0,14.2,25.9,15.0,29.9,17.1,17.1,0.0,10.0,65,7.100000000000001,Frontier Airlines Inc.,-1.0,-1.8369701987210297e-16,0.72479278722912,0.6889669190756866
RDU,85.0,52.0,337.0,2023,0,Summer,Night,Night,7.4,9.7,43.9,1.2,1.2,0.0,6.0,53,12.7,27.0,19.3,37.4,0.6,0.6,0.0,2.0,53,9.2,Frontier Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.20129852008866006,0.9795299412524945
PIT,81.0,48.0,268.0,2020,0,Winter,Evening,Evening,-17.8,10.4,74.2,0.0,0.0,0.0,0.0,0,13.2,0.7,15.8,39.6,0.0,0.0,0.0,0.0,3,9.7,PSA Airlines Inc.,0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306
PIT,91.0,45.0,268.0,2022,0,Summer,Evening,Evening,2.1,7.5,29.2,8.5,8.5,0.0,21.0,55,2.1,20.7,13.2,32.0,1.2,1.2,0.0,5.0,53,9.899999999999999,American Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.20129852008866006,0.9795299412524945
MCO,143.0,122.0,861.0,2020,1,Summer,Afternoon,Afternoon,9.7,11.1,42.5,0.0,0.0,0.0,0.0,3,13.2,27.0,12.0,29.9,4.5,4.5,0.0,6.0,61,6.800000000000001,American Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.9377521321470804,0.3473052528448203
MCO,149.0,112.0,861.0,2023,0,Fall,Night,Evening,3.2,9.5,32.4,1.0,1.0,0.0,7.0,51,6.5,25.6,16.4,34.6,1.3,1.3,0.0,3.0,55,7.300000000000001,American Airlines Inc.,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
BTV,90.0,60.0,335.0,2025,1,Spring,Evening,Afternoon,-3.0,8.0,33.1,30.6,1.0,20.72,24.0,75,1.9000000000000004,14.4,30.0,56.2,30.5,30.5,0.0,13.0,63,7.799999999999999,PSA Airlines Inc.,0.49999999999999994,-0.8660254037844387,0.8486442574947509,0.5289640103269624
PNS,151.0,119.0,935.0,2025,0,Summer,Morning,Morning,8.2,13.5,41.4,2.4,2.4,0.0,8.0,53,11.7,26.1,12.8,32.8,4.7,4.7,0.0,10.0,61,5.899999999999999,PSA Airlines Inc.,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763
